task_id	hash	name	process	tag	status	exit	attempt	realtime	duration	%cpu	peak_rss	peak_vmem	rss	vmem	rchar	wchar
77	97/bab749	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/tabula_sapiens/log_cp10k.random_labels.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/tabula_sapiens/log_cp10k.random_labels.accuracy	COMPLETED	0	1	1.5s	1.9s	550.8%	158.4 MB	2.7 GB	158.4 MB	2.7 GB	56.6 MB	21.3 KB
74	e0/b7a9af	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/hypomap/log_cp10k.random_labels.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/hypomap/log_cp10k.random_labels.f1	COMPLETED	0	1	1.5s	1.9s	537.9%	165.4 MB	2.8 GB	165.4 MB	2.8 GB	67.2 MB	25.8 KB
69	94/681da6	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/hypomap/log_cp10k.random_labels.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/hypomap/log_cp10k.random_labels.accuracy	COMPLETED	0	1	1.3s	1.7s	612.1%	162.4 MB	2.8 GB	162.4 MB	2.8 GB	66.5 MB	21.3 KB
84	16/f8d66c	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/tabula_sapiens/log_cp10k.logistic_regression.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/tabula_sapiens/log_cp10k.logistic_regression.accuracy	COMPLETED	0	1	1.4s	1.8s	598.3%	160 MB	2.7 GB	160 MB	2.7 GB	56.6 MB	21.4 KB
78	66/3973e0	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/immune_cell_atlas/log_cp10k.logistic_regression.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/immune_cell_atlas/log_cp10k.logistic_regression.accuracy	COMPLETED	0	1	1.4s	1.7s	609.4%	164.2 MB	2.8 GB	164.2 MB	2.8 GB	149.6 MB	21.4 KB
75	fc/c17e83	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/immune_cell_atlas/log_cp10k.random_labels.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/immune_cell_atlas/log_cp10k.random_labels.f1	COMPLETED	0	1	1.4s	1.8s	602.3%	163.5 MB	2.8 GB	163.5 MB	2.8 GB	150.3 MB	25.8 KB
83	f3/b64a2b	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/hypomap/log_cp10k.knn.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/hypomap/log_cp10k.knn.accuracy	COMPLETED	0	1	1.4s	1.7s	602.2%	159.4 MB	2.7 GB	159.4 MB	2.7 GB	66.5 MB	21.2 KB
82	fa/9277c1	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.random_labels.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.random_labels.accuracy	COMPLETED	0	1	1.5s	1.8s	567.2%	161.9 MB	2.8 GB	161.9 MB	2.8 GB	463.8 MB	21.4 KB
81	65/38c4b7	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/immune_cell_atlas/log_cp10k.naive_bayes.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/immune_cell_atlas/log_cp10k.naive_bayes.accuracy	COMPLETED	0	1	1.4s	1.8s	597.9%	159.1 MB	2.7 GB	159.1 MB	2.7 GB	149.6 MB	21.3 KB
76	71/2decbd	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/gtex_v9/log_cp10k.random_labels.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/gtex_v9/log_cp10k.random_labels.f1	COMPLETED	0	1	2.4s	2.8s	348.0%	370.3 MB	3 GB	370.3 MB	3 GB	229.2 MB	25.8 KB
72	30/323cd9	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.naive_bayes.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.naive_bayes.f1	COMPLETED	0	1	1.5s	1.9s	552.3%	162.4 MB	2.8 GB	162.4 MB	2.8 GB	464.5 MB	25.8 KB
86	31/d59d0d	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.logistic_regression.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.logistic_regression.accuracy	COMPLETED	0	1	1.5s	1.9s	565.6%	164.6 MB	2.8 GB	164.6 MB	2.8 GB	463.8 MB	21.4 KB
88	97/3c25cc	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/immune_cell_atlas/log_cp10k.xgboost.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/immune_cell_atlas/log_cp10k.xgboost.accuracy	COMPLETED	0	1	1.4s	1.7s	597.1%	160.9 MB	2.8 GB	160.9 MB	2.8 GB	149.6 MB	21.3 KB
91	1e/d1b716	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.logistic_regression.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.logistic_regression.f1	COMPLETED	0	1	1.5s	1.9s	558.9%	163.6 MB	2.8 GB	163.6 MB	2.8 GB	464.5 MB	25.9 KB
103	f9/cc5c82	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.majority_vote.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.majority_vote.f1	COMPLETED	0	1	1.5s	1.9s	553.9%	162.5 MB	2.8 GB	162.5 MB	2.8 GB	464.5 MB	25.8 KB
90	f4/ffa903	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/tabula_sapiens/log_cp10k.logistic_regression.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/tabula_sapiens/log_cp10k.logistic_regression.f1	COMPLETED	0	1	1.4s	1.7s	612.3%	162.5 MB	2.8 GB	162.5 MB	2.8 GB	57.3 MB	25.9 KB
73	9b/072c09	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/dkd/log_cp10k.random_labels.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/dkd/log_cp10k.random_labels.f1	COMPLETED	0	1	1.4s	1.8s	599.3%	163.9 MB	2.8 GB	163.9 MB	2.8 GB	184.3 MB	25.8 KB
87	63/b9bcd9	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.random_labels.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.random_labels.f1	COMPLETED	0	1	1.5s	1.9s	561.6%	164.5 MB	2.8 GB	164.5 MB	2.8 GB	464.5 MB	25.8 KB
118	1e/cb1154	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/immune_cell_atlas/log_cp10k.cellmapper_linear.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/immune_cell_atlas/log_cp10k.cellmapper_linear.f1	COMPLETED	0	1	1.4s	1.8s	597.3%	162.2 MB	2.8 GB	162.2 MB	2.8 GB	150.3 MB	25.9 KB
85	26/1edadf	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/immune_cell_atlas/log_cp10k.naive_bayes.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/immune_cell_atlas/log_cp10k.naive_bayes.f1	COMPLETED	0	1	1.4s	1.8s	595.8%	163 MB	2.8 GB	163 MB	2.8 GB	150.3 MB	25.8 KB
79	4d/ff9d72	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/tabula_sapiens/log_cp10k.random_labels.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/tabula_sapiens/log_cp10k.random_labels.f1	COMPLETED	0	1	1.3s	1.7s	615.8%	163.5 MB	2.8 GB	163.5 MB	2.8 GB	57.3 MB	25.8 KB
71	47/aaf265	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/gtex_v9/log_cp10k.random_labels.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/gtex_v9/log_cp10k.random_labels.accuracy	COMPLETED	0	1	1.4s	1.8s	595.9%	159.9 MB	2.7 GB	159.9 MB	2.7 GB	228.6 MB	21.3 KB
92	8d/f3e7ca	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/immune_cell_atlas/log_cp10k.xgboost.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/immune_cell_atlas/log_cp10k.xgboost.f1	COMPLETED	0	1	1.4s	1.7s	603.5%	163.8 MB	2.8 GB	163.8 MB	2.8 GB	150.3 MB	25.8 KB
89	14/ba1950	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/hypomap/log_cp10k.knn.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/hypomap/log_cp10k.knn.f1	COMPLETED	0	1	1.4s	1.8s	610.3%	162.1 MB	2.8 GB	162.1 MB	2.8 GB	67.2 MB	25.7 KB
94	d8/b9b110	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/hypomap/log_cp10k.xgboost.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/hypomap/log_cp10k.xgboost.f1	COMPLETED	0	1	1.3s	1.7s	615.1%	163.4 MB	2.8 GB	163.4 MB	2.8 GB	67.2 MB	25.7 KB
123	3c/f7ec6d	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.xgboost.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.xgboost.accuracy	COMPLETED	0	1	1.5s	1.9s	556.2%	159.8 MB	2.7 GB	159.8 MB	2.7 GB	463.8 MB	21.3 KB
95	e3/7dbfcd	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/tabula_sapiens/log_cp10k.xgboost.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/tabula_sapiens/log_cp10k.xgboost.accuracy	COMPLETED	0	1	1.3s	1.7s	610.6%	162 MB	2.8 GB	162 MB	2.8 GB	56.6 MB	21.3 KB
93	36/26609b	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/hypomap/log_cp10k.xgboost.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/hypomap/log_cp10k.xgboost.accuracy	COMPLETED	0	1	1.4s	1.7s	601.7%	158.7 MB	2.7 GB	158.7 MB	2.7 GB	66.5 MB	21.3 KB
96	05/009f3e	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/tabula_sapiens/log_cp10k.xgboost.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/tabula_sapiens/log_cp10k.xgboost.f1	COMPLETED	0	1	1.4s	1.8s	608.1%	162.8 MB	2.8 GB	162.8 MB	2.8 GB	57.3 MB	25.8 KB
97	34/782b3e	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/immune_cell_atlas/log_cp10k.knn.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/immune_cell_atlas/log_cp10k.knn.accuracy	COMPLETED	0	1	1.4s	1.7s	607.8%	159.6 MB	2.7 GB	159.6 MB	2.7 GB	149.6 MB	21.3 KB
100	f8/617d5d	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.majority_vote.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.majority_vote.accuracy	COMPLETED	0	1	1.5s	1.9s	552.6%	159.4 MB	2.7 GB	159.4 MB	2.7 GB	463.8 MB	21.4 KB
98	b2/4958b6	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/hypomap/log_cp10k.majority_vote.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/hypomap/log_cp10k.majority_vote.accuracy	COMPLETED	0	1	1.3s	1.7s	623.4%	164.6 MB	2.8 GB	164.6 MB	2.8 GB	66.5 MB	21.3 KB
102	ce/43e064	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/dkd/log_cp10k.majority_vote.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/dkd/log_cp10k.majority_vote.accuracy	COMPLETED	0	1	1.4s	1.7s	603.9%	163.9 MB	2.8 GB	163.9 MB	2.8 GB	183.7 MB	21.3 KB
108	7a/d76e99	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/tabula_sapiens/log_cp10k.knn.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/tabula_sapiens/log_cp10k.knn.accuracy	COMPLETED	0	1	1.4s	1.7s	602.4%	160.1 MB	2.7 GB	160.1 MB	2.7 GB	56.6 MB	21.3 KB
107	1a/90c970	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.knn.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.knn.f1	COMPLETED	0	1	1.5s	1.9s	557.2%	164.3 MB	2.8 GB	164.3 MB	2.8 GB	464.5 MB	25.8 KB
105	9b/8ca8e5	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/dkd/log_cp10k.majority_vote.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/dkd/log_cp10k.majority_vote.f1	COMPLETED	0	1	1.4s	1.8s	594.2%	163.3 MB	2.8 GB	163.3 MB	2.8 GB	184.3 MB	25.8 KB
99	6f/dd92f2	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/immune_cell_atlas/log_cp10k.knn.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/immune_cell_atlas/log_cp10k.knn.f1	COMPLETED	0	1	1.4s	1.8s	601.6%	162.4 MB	2.8 GB	162.4 MB	2.8 GB	150.3 MB	25.8 KB
106	e7/9c1f16	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/hypomap/log_cp10k.naive_bayes.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/hypomap/log_cp10k.naive_bayes.accuracy	COMPLETED	0	1	1.3s	1.7s	609.7%	160.2 MB	2.7 GB	160.2 MB	2.7 GB	66.5 MB	21.3 KB
128	c9/036c38	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/hypomap/log_cp10k.true_labels.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/hypomap/log_cp10k.true_labels.f1	COMPLETED	0	1	1.3s	1.7s	613.4%	162.9 MB	2.8 GB	162.9 MB	2.8 GB	67.2 MB	25.8 KB
101	b4/11d9b0	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/hypomap/log_cp10k.majority_vote.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/hypomap/log_cp10k.majority_vote.f1	COMPLETED	0	1	1.3s	1.7s	616.6%	164.7 MB	2.8 GB	164.7 MB	2.8 GB	67.2 MB	25.8 KB
109	44/09b51e	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/hypomap/log_cp10k.naive_bayes.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/hypomap/log_cp10k.naive_bayes.f1	COMPLETED	0	1	1.4s	1.7s	611.2%	163.4 MB	2.8 GB	163.4 MB	2.8 GB	67.2 MB	25.8 KB
111	b3/b878c1	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/tabula_sapiens/log_cp10k.knn.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/tabula_sapiens/log_cp10k.knn.f1	COMPLETED	0	1	1.3s	1.7s	614.7%	165 MB	2.8 GB	165 MB	2.8 GB	57.3 MB	25.7 KB
104	26/fcf7ae	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.knn.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.knn.accuracy	COMPLETED	0	1	1.5s	1.9s	559.9%	159.7 MB	2.7 GB	159.7 MB	2.7 GB	463.8 MB	21.3 KB
113	93/6c5cc7	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/immune_cell_atlas/log_cp10k.cellmapper_linear.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/immune_cell_atlas/log_cp10k.cellmapper_linear.accuracy	COMPLETED	0	1	1.3s	1.7s	613.2%	162.1 MB	2.8 GB	162.1 MB	2.8 GB	149.6 MB	21.4 KB
110	ef/4ed5c4	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/dkd/log_cp10k.true_labels.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/dkd/log_cp10k.true_labels.accuracy	COMPLETED	0	1	1.4s	1.7s	600.7%	159.6 MB	2.7 GB	159.6 MB	2.7 GB	183.7 MB	21.3 KB
114	1a/582ba8	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/dkd/log_cp10k.true_labels.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/dkd/log_cp10k.true_labels.f1	COMPLETED	0	1	1.4s	1.8s	594.1%	162.3 MB	2.8 GB	162.3 MB	2.8 GB	184.3 MB	25.8 KB
115	ab/ac12dd	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.true_labels.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.true_labels.f1	COMPLETED	0	1	1.5s	1.9s	556.8%	164.3 MB	2.8 GB	164.3 MB	2.8 GB	464.5 MB	25.8 KB
112	73/03393f	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.true_labels.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.true_labels.accuracy	COMPLETED	0	1	1.5s	1.9s	566.8%	161.1 MB	2.8 GB	161.1 MB	2.8 GB	463.8 MB	21.3 KB
116	18/4e11eb	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/immune_cell_atlas/log_cp10k.true_labels.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/immune_cell_atlas/log_cp10k.true_labels.accuracy	COMPLETED	0	1	1.4s	1.8s	591.4%	158.9 MB	2.7 GB	158.9 MB	2.7 GB	149.6 MB	21.3 KB
117	d9/c2b2e8	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/tabula_sapiens/log_cp10k.cellmapper_linear.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/tabula_sapiens/log_cp10k.cellmapper_linear.accuracy	COMPLETED	0	1	1.3s	1.7s	609.3%	161.1 MB	2.8 GB	161.1 MB	2.8 GB	56.6 MB	21.4 KB
120	89/5fa7e2	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/immune_cell_atlas/log_cp10k.true_labels.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/immune_cell_atlas/log_cp10k.true_labels.f1	COMPLETED	0	1	1.4s	1.7s	602.3%	163.2 MB	2.8 GB	163.2 MB	2.8 GB	150.3 MB	25.8 KB
121	cf/8d6c04	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.cellmapper_linear.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.cellmapper_linear.accuracy	COMPLETED	0	1	1.5s	1.9s	548.0%	158.4 MB	2.7 GB	158.4 MB	2.7 GB	463.8 MB	21.4 KB
119	6b/7c21cf	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/hypomap/log_cp10k.cellmapper_linear.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/hypomap/log_cp10k.cellmapper_linear.accuracy	COMPLETED	0	1	1.3s	1.7s	607.4%	159.9 MB	2.7 GB	159.9 MB	2.7 GB	66.5 MB	21.3 KB
122	9e/b6c712	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/tabula_sapiens/log_cp10k.cellmapper_linear.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/tabula_sapiens/log_cp10k.cellmapper_linear.f1	COMPLETED	0	1	1.4s	1.7s	610.0%	162.1 MB	2.8 GB	162.1 MB	2.8 GB	57.3 MB	25.9 KB
125	a4/fd0774	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/hypomap/log_cp10k.cellmapper_linear.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/hypomap/log_cp10k.cellmapper_linear.f1	COMPLETED	0	1	1.3s	1.7s	612.4%	163.5 MB	2.8 GB	163.5 MB	2.8 GB	67.2 MB	25.8 KB
126	85/ae8977	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.cellmapper_linear.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.cellmapper_linear.f1	COMPLETED	0	1	1.5s	1.9s	558.3%	162.6 MB	2.8 GB	162.6 MB	2.8 GB	464.5 MB	25.9 KB
124	46/17935c	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/hypomap/log_cp10k.true_labels.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/hypomap/log_cp10k.true_labels.accuracy	COMPLETED	0	1	1.3s	1.7s	622.3%	164.8 MB	2.8 GB	164.8 MB	2.8 GB	66.5 MB	21.3 KB
127	7d/dcb8e0	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.xgboost.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.xgboost.f1	COMPLETED	0	1	1.5s	1.9s	558.6%	162.8 MB	2.8 GB	162.8 MB	2.8 GB	464.5 MB	25.8 KB
134	57/893457	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/immune_cell_atlas/log_cp10k.actinn_jax.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/immune_cell_atlas/log_cp10k.actinn_jax.accuracy	COMPLETED	0	1	1.4s	1.7s	605.0%	159.5 MB	2.7 GB	159.5 MB	2.7 GB	149.6 MB	21.3 KB
129	5b/0c70a6	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/gtex_v9/log_cp10k.true_labels.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/gtex_v9/log_cp10k.true_labels.accuracy	COMPLETED	0	1	1.4s	1.8s	585.6%	162.9 MB	2.8 GB	162.9 MB	2.8 GB	228.6 MB	21.3 KB
142	79/43ebde	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/hypomap/log_cp10k.logistic_regression.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/hypomap/log_cp10k.logistic_regression.accuracy	COMPLETED	0	1	1.4s	1.7s	605.9%	159.8 MB	2.7 GB	159.8 MB	2.7 GB	66.5 MB	21.4 KB
136	9a/822a74	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/immune_cell_atlas/log_cp10k.mlp.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/immune_cell_atlas/log_cp10k.mlp.accuracy	COMPLETED	0	1	1.4s	1.7s	611.0%	160 MB	2.7 GB	160 MB	2.7 GB	149.6 MB	21.3 KB
133	18/0b19dd	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/gtex_v9/log_cp10k.true_labels.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/gtex_v9/log_cp10k.true_labels.f1	COMPLETED	0	1	1.4s	1.8s	588.5%	163 MB	2.8 GB	163 MB	2.8 GB	229.2 MB	25.8 KB
139	f1/05d2ef	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/hypomap/log_cp10k.actinn_jax.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/hypomap/log_cp10k.actinn_jax.accuracy	COMPLETED	0	1	1.3s	1.7s	619.2%	159.3 MB	2.7 GB	159.3 MB	2.7 GB	66.5 MB	21.3 KB
