task_id	hash	name	process	tag	status	exit	attempt	realtime	duration	%cpu	peak_rss	peak_vmem	rss	vmem	rchar	wchar
141	c0/bce28f	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/immune_cell_atlas/log_cp10k.actinn_jax.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/immune_cell_atlas/log_cp10k.actinn_jax.f1	COMPLETED	0	1	1.4s	1.8s	602.1%	162.8 MB	2.8 GB	162.8 MB	2.8 GB	150.3 MB	25.8 KB
131	52/178f6f	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.mlp.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.mlp.accuracy	COMPLETED	0	1	1.5s	1.9s	563.6%	162.3 MB	2.8 GB	162.3 MB	2.8 GB	463.8 MB	21.3 KB
137	1e/1e6c39	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.mlp.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.mlp.f1	COMPLETED	0	1	1.5s	1.9s	561.5%	163.2 MB	2.8 GB	163.2 MB	2.8 GB	464.5 MB	25.8 KB
140	58/9452d9	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/hypomap/log_cp10k.mlp.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/hypomap/log_cp10k.mlp.f1	COMPLETED	0	1	1.4s	1.7s	611.5%	163.4 MB	2.8 GB	163.4 MB	2.8 GB	67.2 MB	25.7 KB
135	22/bc8c7a	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/tabula_sapiens/log_cp10k.true_labels.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/tabula_sapiens/log_cp10k.true_labels.f1	COMPLETED	0	1	1.4s	1.8s	605.3%	163.5 MB	2.8 GB	163.5 MB	2.8 GB	57.3 MB	25.8 KB
132	27/125cc2	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/hypomap/log_cp10k.mlp.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/hypomap/log_cp10k.mlp.accuracy	COMPLETED	0	1	1.4s	1.7s	609.3%	161.4 MB	2.8 GB	161.4 MB	2.8 GB	66.5 MB	21.2 KB
149	32/562d60	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/immune_cell_atlas/log_cp10k.majority_vote.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/immune_cell_atlas/log_cp10k.majority_vote.f1	COMPLETED	0	1	1.4s	1.8s	599.5%	162.5 MB	2.8 GB	162.5 MB	2.8 GB	150.3 MB	25.8 KB
130	57/fa5b71	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/tabula_sapiens/log_cp10k.true_labels.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/tabula_sapiens/log_cp10k.true_labels.accuracy	COMPLETED	0	1	1.3s	1.7s	616.4%	159.8 MB	2.7 GB	159.8 MB	2.7 GB	56.6 MB	21.3 KB
150	f4/68ce17	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/tabula_sapiens/log_cp10k.majority_vote.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/tabula_sapiens/log_cp10k.majority_vote.f1	COMPLETED	0	1	1.4s	1.7s	608.1%	162.4 MB	2.8 GB	162.4 MB	2.8 GB	57.3 MB	25.8 KB
147	f4/a819f0	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/hypomap/log_cp10k.actinn_jax.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/hypomap/log_cp10k.actinn_jax.f1	COMPLETED	0	1	1.4s	1.7s	611.4%	163.6 MB	2.8 GB	163.6 MB	2.8 GB	67.2 MB	25.8 KB
144	18/5508ec	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/immune_cell_atlas/log_cp10k.mlp.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/immune_cell_atlas/log_cp10k.mlp.f1	COMPLETED	0	1	1.4s	1.8s	600.2%	162.8 MB	2.8 GB	162.8 MB	2.8 GB	150.3 MB	25.8 KB
138	e7/a2f4c3	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.actinn_jax.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.actinn_jax.accuracy	COMPLETED	0	1	1.5s	1.9s	560.0%	159.3 MB	2.7 GB	159.3 MB	2.7 GB	463.8 MB	21.3 KB
146	fa/cf857d	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.actinn_jax.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.actinn_jax.f1	COMPLETED	0	1	1.5s	1.9s	546.3%	162.2 MB	2.8 GB	162.2 MB	2.8 GB	464.5 MB	25.8 KB
148	45/1a4bae	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/hypomap/log_cp10k.logistic_regression.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/hypomap/log_cp10k.logistic_regression.f1	COMPLETED	0	1	1.4s	1.7s	611.1%	162.3 MB	2.8 GB	162.3 MB	2.8 GB	67.2 MB	25.9 KB
143	0f/d76421	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/immune_cell_atlas/log_cp10k.majority_vote.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/immune_cell_atlas/log_cp10k.majority_vote.accuracy	COMPLETED	0	1	1.4s	1.8s	597.2%	159.5 MB	2.7 GB	159.5 MB	2.7 GB	149.6 MB	21.4 KB
145	e6/1f4474	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/tabula_sapiens/log_cp10k.majority_vote.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/tabula_sapiens/log_cp10k.majority_vote.accuracy	COMPLETED	0	1	1.3s	1.7s	619.1%	159.8 MB	2.7 GB	159.8 MB	2.7 GB	56.6 MB	21.3 KB
151	f1/193270	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/gtex_v9/log_cp10k.majority_vote.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/gtex_v9/log_cp10k.majority_vote.accuracy	COMPLETED	0	1	1.4s	1.8s	592.3%	160.5 MB	2.7 GB	160.5 MB	2.7 GB	228.6 MB	21.3 KB
152	46/828284	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/gtex_v9/log_cp10k.majority_vote.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/gtex_v9/log_cp10k.majority_vote.f1	COMPLETED	0	1	1.4s	1.8s	587.3%	163.2 MB	2.8 GB	163.2 MB	2.8 GB	229.2 MB	25.8 KB
154	46/5d4683	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/gtex_v9/log_cp10k.knn.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/gtex_v9/log_cp10k.knn.accuracy	COMPLETED	0	1	1.4s	1.8s	598.0%	159.7 MB	2.7 GB	159.7 MB	2.7 GB	228.6 MB	21.2 KB
153	ea/096357	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/gtex_v9/log_cp10k.knn.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/gtex_v9/log_cp10k.knn.f1	COMPLETED	0	1	1.4s	1.8s	588.1%	162.8 MB	2.8 GB	162.8 MB	2.8 GB	229.2 MB	25.7 KB
155	ea/1eea07	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/tabula_sapiens/log_cp10k.naive_bayes.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/tabula_sapiens/log_cp10k.naive_bayes.f1	COMPLETED	0	1	1.4s	1.7s	609.2%	163.1 MB	2.8 GB	163.1 MB	2.8 GB	57.3 MB	25.8 KB
156	c4/f8d044	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/tabula_sapiens/log_cp10k.naive_bayes.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/tabula_sapiens/log_cp10k.naive_bayes.accuracy	COMPLETED	0	1	1.3s	1.7s	618.1%	161 MB	2.8 GB	161 MB	2.8 GB	56.6 MB	21.3 KB
157	9b/989e59	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/gtex_v9/log_cp10k.naive_bayes.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/gtex_v9/log_cp10k.naive_bayes.accuracy	COMPLETED	0	1	1.4s	1.8s	571.0%	158.5 MB	2.7 GB	158.5 MB	2.7 GB	228.6 MB	21.3 KB
158	b5/8fa8a1	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/gtex_v9/log_cp10k.naive_bayes.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/gtex_v9/log_cp10k.naive_bayes.f1	COMPLETED	0	1	1.4s	1.8s	586.6%	163.3 MB	2.8 GB	163.3 MB	2.8 GB	229.2 MB	25.8 KB
159	52/59d74e	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/gtex_v9/log_cp10k.xgboost.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/gtex_v9/log_cp10k.xgboost.accuracy	COMPLETED	0	1	1.4s	1.8s	596.2%	165.4 MB	2.8 GB	165.4 MB	2.8 GB	228.6 MB	21.3 KB
160	85/ee272b	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/gtex_v9/log_cp10k.xgboost.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/gtex_v9/log_cp10k.xgboost.f1	COMPLETED	0	1	1.4s	1.8s	589.0%	162.3 MB	2.8 GB	162.3 MB	2.8 GB	229.2 MB	25.7 KB
161	7c/b2427e	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/dkd/log_cp10k.cellmapper_linear.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/dkd/log_cp10k.cellmapper_linear.f1	COMPLETED	0	1	1.4s	1.8s	596.6%	163.2 MB	2.8 GB	163.2 MB	2.8 GB	184.3 MB	25.8 KB
162	63/662ef3	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/dkd/log_cp10k.cellmapper_linear.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/dkd/log_cp10k.cellmapper_linear.accuracy	COMPLETED	0	1	1.4s	1.8s	582.4%	158.8 MB	2.7 GB	158.8 MB	2.7 GB	183.7 MB	21.3 KB
164	19/f1477f	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/gtex_v9/log_cp10k.cellmapper_linear.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/gtex_v9/log_cp10k.cellmapper_linear.accuracy	COMPLETED	0	1	1.4s	1.8s	586.4%	160.9 MB	2.8 GB	160.9 MB	2.8 GB	228.6 MB	21.3 KB
163	a0/f7ab1f	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/gtex_v9/log_cp10k.cellmapper_linear.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/gtex_v9/log_cp10k.cellmapper_linear.f1	COMPLETED	0	1	1.4s	1.8s	587.9%	164.7 MB	2.8 GB	164.7 MB	2.8 GB	229.2 MB	25.8 KB
166	5c/13fe38	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/tabula_sapiens/log_cp10k.actinn_jax.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/tabula_sapiens/log_cp10k.actinn_jax.f1	COMPLETED	0	1	1.4s	1.7s	607.6%	162.7 MB	2.8 GB	162.7 MB	2.8 GB	57.3 MB	25.8 KB
165	2a/19b5e8	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/tabula_sapiens/log_cp10k.actinn_jax.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/tabula_sapiens/log_cp10k.actinn_jax.accuracy	COMPLETED	0	1	1.4s	1.7s	598.7%	159.2 MB	2.7 GB	159.2 MB	2.7 GB	56.6 MB	21.3 KB
167	e4/9550cd	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/dkd/log_cp10k.knn.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/dkd/log_cp10k.knn.accuracy	COMPLETED	0	1	1.4s	1.8s	593.5%	158.5 MB	2.7 GB	158.5 MB	2.7 GB	183.7 MB	21.2 KB
168	0b/966fda	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/dkd/log_cp10k.knn.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/dkd/log_cp10k.knn.f1	COMPLETED	0	1	1.4s	1.8s	599.1%	164.6 MB	2.8 GB	164.6 MB	2.8 GB	184.3 MB	25.7 KB
170	e4/2219e3	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/dkd/log_cp10k.actinn_jax.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/dkd/log_cp10k.actinn_jax.accuracy	COMPLETED	0	1	1.4s	1.8s	593.5%	160.5 MB	2.7 GB	160.5 MB	2.7 GB	183.7 MB	21.3 KB
169	0c/eb1a77	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/dkd/log_cp10k.actinn_jax.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/dkd/log_cp10k.actinn_jax.f1	COMPLETED	0	1	1.4s	1.8s	596.5%	162.3 MB	2.8 GB	162.3 MB	2.8 GB	184.3 MB	25.8 KB
172	a4/32e384	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/gtex_v9/log_cp10k.actinn_jax.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/gtex_v9/log_cp10k.actinn_jax.f1	COMPLETED	0	1	1.4s	1.8s	583.2%	163.8 MB	2.8 GB	163.8 MB	2.8 GB	229.2 MB	25.8 KB
171	3d/8f6790	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/gtex_v9/log_cp10k.actinn_jax.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/gtex_v9/log_cp10k.actinn_jax.accuracy	COMPLETED	0	1	1.4s	1.8s	585.2%	160 MB	2.7 GB	160 MB	2.7 GB	228.6 MB	21.3 KB
173	87/67c1db	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/gtex_v9/log_cp10k.logistic_regression.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/gtex_v9/log_cp10k.logistic_regression.f1	COMPLETED	0	1	1.4s	1.8s	585.5%	163.7 MB	2.8 GB	163.7 MB	2.8 GB	229.2 MB	25.9 KB
174	ba/bf970d	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/gtex_v9/log_cp10k.logistic_regression.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/gtex_v9/log_cp10k.logistic_regression.accuracy	COMPLETED	0	1	1.4s	1.8s	587.5%	161.4 MB	2.8 GB	161.4 MB	2.8 GB	228.6 MB	21.4 KB
176	db/2cb1bf	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/dkd/log_cp10k.logistic_regression.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/dkd/log_cp10k.logistic_regression.accuracy	COMPLETED	0	1	1.4s	1.8s	598.8%	159.9 MB	2.7 GB	159.9 MB	2.7 GB	183.7 MB	21.4 KB
175	24/acbd40	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/dkd/log_cp10k.logistic_regression.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/dkd/log_cp10k.logistic_regression.f1	COMPLETED	0	1	1.4s	1.8s	595.1%	163.7 MB	2.8 GB	163.7 MB	2.8 GB	184.3 MB	25.8 KB
177	fb/6ad7de	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/dkd/log_cp10k.naive_bayes.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/dkd/log_cp10k.naive_bayes.f1	COMPLETED	0	1	1.4s	1.8s	592.0%	162.3 MB	2.8 GB	162.3 MB	2.8 GB	184.3 MB	25.8 KB
178	15/549b56	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/dkd/log_cp10k.naive_bayes.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/dkd/log_cp10k.naive_bayes.accuracy	COMPLETED	0	1	1.4s	1.8s	579.1%	158.6 MB	2.7 GB	158.6 MB	2.7 GB	183.7 MB	21.3 KB
179	69/52b8c1	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/dkd/log_cp10k.xgboost.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/dkd/log_cp10k.xgboost.f1	COMPLETED	0	1	1.4s	1.8s	597.4%	162.7 MB	2.8 GB	162.7 MB	2.8 GB	184.3 MB	25.7 KB
180	2e/3237fa	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/dkd/log_cp10k.xgboost.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/dkd/log_cp10k.xgboost.accuracy	COMPLETED	0	1	1.4s	1.7s	599.6%	162.7 MB	2.8 GB	162.7 MB	2.8 GB	183.7 MB	21.2 KB
182	24/4b4779	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/dkd/log_cp10k.mlp.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/dkd/log_cp10k.mlp.accuracy	COMPLETED	0	1	1.4s	1.7s	606.6%	161.1 MB	2.8 GB	161.1 MB	2.8 GB	183.7 MB	21.2 KB
181	f2/490ffc	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/dkd/log_cp10k.mlp.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/dkd/log_cp10k.mlp.f1	COMPLETED	0	1	1.4s	1.8s	590.9%	162.4 MB	2.8 GB	162.4 MB	2.8 GB	184.3 MB	25.7 KB
183	6b/8fa8e0	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/gtex_v9/log_cp10k.mlp.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/gtex_v9/log_cp10k.mlp.accuracy	COMPLETED	0	1	1.4s	1.8s	588.3%	162 MB	2.8 GB	162 MB	2.8 GB	228.6 MB	21.2 KB
184	c7/f71ca6	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/gtex_v9/log_cp10k.mlp.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/gtex_v9/log_cp10k.mlp.f1	COMPLETED	0	1	1.4s	1.8s	583.3%	163.4 MB	2.8 GB	163.4 MB	2.8 GB	229.2 MB	25.7 KB
185	9d/1fd2d2	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process (cellxgene_census/tabula_sapiens/log_cp10k.mlp.accuracy)	auto:run_benchmark:run_wf:runEachWf:accuracy:processWf:accuracy_process	cellxgene_census/tabula_sapiens/log_cp10k.mlp.accuracy	COMPLETED	0	1	1.3s	1.7s	619.4%	160.4 MB	2.7 GB	160.4 MB	2.7 GB	56.6 MB	21.3 KB
186	23/30fada	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process (cellxgene_census/tabula_sapiens/log_cp10k.mlp.f1)	auto:run_benchmark:run_wf:runEachWf:f1:processWf:f1_process	cellxgene_census/tabula_sapiens/log_cp10k.mlp.f1	COMPLETED	0	1	1.4s	1.7s	610.7%	163.1 MB	2.8 GB	163.1 MB	2.8 GB	57.3 MB	25.7 KB
187	a8/8e66a6	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.random_labels.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.random_labels.accuracy	COMPLETED	0	1	2.2s	2.5s	199.0%	112.8 MB	1.4 GB	112.8 MB	1.4 GB	20.5 MB	16.2 KB
188	b7/d2cfd4	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.random_labels.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.random_labels.accuracy	COMPLETED	0	1	715ms	1.1s	580.9%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
189	90/d9eaf9	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.naive_bayes.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.naive_bayes.accuracy	COMPLETED	0	1	718ms	1.1s	579.3%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.1 KB
190	75/3f5980	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.logistic_regression.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.logistic_regression.f1	COMPLETED	0	1	723ms	1.1s	575.3%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.2 KB
191	1b/3c2cf5	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.random_labels.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.random_labels.accuracy	COMPLETED	0	1	716ms	1.1s	581.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
192	7d/5a274c	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.random_labels.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.random_labels.f1	COMPLETED	0	1	721ms	1.1s	576.3%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
193	33/82195d	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.random_labels.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.random_labels.accuracy	COMPLETED	0	1	713ms	1.1s	582.7%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
194	7c/eac762	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.logistic_regression.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.logistic_regression.accuracy	COMPLETED	0	1	722ms	1.1s	576.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
195	e9/cdfae5	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.logistic_regression.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.logistic_regression.accuracy	COMPLETED	0	1	711ms	1.1s	583.7%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
196	75/bf3363	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.random_labels.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.random_labels.f1	COMPLETED	0	1	719ms	1.1s	577.1%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
197	92/5bf8b4	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.knn.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.knn.accuracy	COMPLETED	0	1	714ms	1.1s	584.1%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16 KB
198	db/5f065c	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.random_labels.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.random_labels.accuracy	COMPLETED	0	1	714ms	1.1s	580.9%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.2 KB
199	ac/0ac91f	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.naive_bayes.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.naive_bayes.accuracy	COMPLETED	0	1	717ms	1.1s	578.7%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
