dataset,repeat,method,tier,device,n_ref,n_query,fit_s,predict_s,peak_mem_mb,n,pct_rejected,accuracy,macro_f1,kappa,ontology_concordance
lung_cross,2,scanvi,deep,mps,14390,13550,0.0106225000927224,174.76026400004048,3771.613184,13550,0.0,0.3585977859778598,0.1763590292778054,0.3489286967177717,0.7627306273062731
lung_cross,0,scarches,deep,mps,14390,13550,94.99962845805568,60.75666674994864,2930.19648,13550,0.0,0.3560885608856088,0.1783558549091511,0.3465697708975608,0.7634686346863468
lung_cross,1,scarches,deep,mps,14390,13550,92.34468712494709,61.223260124912485,2937.700352,13550,0.0,0.35690036900369,0.1808244629097835,0.3474728735923063,0.7566051660516605
lung_cross,2,scarches,deep,mps,14390,13550,92.27662975003476,62.295304834027775,2932.948992,13550,0.0,0.3563837638376383,0.1773029870803036,0.346715176921255,0.7693726937269373
pbmc,0,linear-anova-pca,classical,cpu,1981,657,1.6525873750215396,0.0694572500069625,1519.910912,657,0.0,0.91324200913242,0.8291037986857849,0.8808794480547365,
pbmc,1,linear-anova-pca,classical,cpu,1981,657,1.5173736669821665,0.0613020830205641,1413.726208,657,0.0,0.91324200913242,0.8291037986857849,0.8808794480547365,
pbmc,2,linear-anova-pca,classical,cpu,1981,657,1.4931990419863723,0.0712209999910555,1520.091136,657,0.0,0.91324200913242,0.8291037986857849,0.8808794480547365,
pbmc,0,sctop,classical,cpu,1981,657,0.9309889999567532,0.6109758750535548,508.952576,657,0.0,0.9101978691019786,0.837384881547091,0.8773819465532948,
pbmc,1,sctop,classical,cpu,1981,657,0.8600197500200011,0.6010353750316426,509.476864,657,0.0,0.9101978691019786,0.837384881547091,0.8773819465532948,
pbmc,2,sctop,classical,cpu,1981,657,0.8612181670032442,0.6007658330490813,509.444096,657,0.0,0.9101978691019786,0.837384881547091,0.8773819465532948,
pbmc,0,protocloud,deep,cpu,1981,657,41.36139754101168,0.3711475000018254,1077.73952,657,0.1156773211567732,0.8795180722891566,0.7696247425512863,0.83700835998429,
pbmc,1,protocloud,deep,cpu,1981,657,40.73032929201145,0.3817771669710055,1083.211776,657,0.1156773211567732,0.8795180722891566,0.7696247425512863,0.83700835998429,
pbmc,2,protocloud,deep,cpu,1981,657,40.621609750029165,0.4030044159735553,1111.998464,657,0.1156773211567732,0.8795180722891566,0.7696247425512863,0.83700835998429,
liver_cross,0,linear-anova-pca,classical,cpu,5400,3396,3.175656125007663,0.2866689170477912,3198.07488,3396,0.0,0.6778563015312132,0.5757325130644649,0.6645754530621737,0.7176089517078916
