dataset,repeat,method,tier,device,n_ref,n_query,fit_s,predict_s,peak_mem_mb,n,pct_rejected,accuracy,macro_f1,kappa,ontology_concordance
brain_cluster_intra,0,singler,classical,cpu,10894,3618,0.5459542919998057,57.817017833000136,7159.595008,3618,0.0,0.8449419568822554,0.845121134381451,0.843893184900579,0.9925373134328358
brain_cluster_intra,1,singler,classical,cpu,10894,3618,0.5482459580016439,57.602289624999685,8302.608384,3618,0.0,0.8449419568822554,0.845121134381451,0.843893184900579,0.9925373134328358
brain_cluster_intra,2,singler,classical,cpu,10894,3618,0.548471124999196,57.799943917001656,8354.578432,3618,0.0,0.8449419568822554,0.845121134381451,0.843893184900579,0.9925373134328358
brain_cluster_intra,0,scmap-cluster,classical,cpu,10894,3618,0.5406085829999938,14.16413533299783,15658.074112,3618,0.0,0.8098396904367053,0.8100479084761333,0.8085799225871068,0.9946342841005366
brain_cluster_intra,1,scmap-cluster,classical,cpu,10894,3618,0.5413406669977121,14.238065124998684,15658.43456,3618,0.0,0.8098396904367053,0.8100480350552072,0.8085799225871068,0.9946342841005366
brain_cluster_intra,2,scmap-cluster,classical,cpu,10894,3618,0.5323117090010783,14.551045333999355,15654.862848,3618,0.0,0.8098396904367053,0.8100480350552072,0.8085799225871068,0.9946342841005366
brain_cluster_intra,0,scanvi,deep,mps,10894,3618,0.0047159579989966005,89.28376958400258,3689.529344,3618,0.0,0.8300165837479271,0.828697811928119,0.8288642411583088,0.9939192924267551
brain_cluster_intra,1,scanvi,deep,mps,10894,3618,0.004614249999576714,88.11312695800007,3687.317504,3618,0.0,0.8347153123272526,0.834924843188108,0.8335941831754274,0.9944720840243229
brain_cluster_intra,2,scanvi,deep,mps,10894,3618,0.004952584000420757,87.85974929100121,3687.202816,3618,0.0,0.8311221669430625,0.8312987944729179,0.8299766654183716,0.9941956882255389
brain_cluster_intra,0,scarches,deep,mps,10894,3618,66.6023009169985,12.596444499999052,2700.82048,3618,0.0,0.8233830845771144,0.8221829996916892,0.8221850613583683,0.9933665008291874
brain_cluster_intra,1,scarches,deep,mps,10894,3618,66.18796724999993,12.38796979199833,2701.06624,3618,0.0,0.8275290215588723,0.8261690548192331,0.8263582127917021,0.9950248756218906
brain_cluster_intra,2,scarches,deep,mps,10894,3618,66.5096879590019,12.431215083997813,2698.477568,3618,0.0,0.831951354339414,0.8321187669285043,0.8308104361806918,0.9958540630182421
brain_cluster_intra,0,sctop,classical,cpu,10894,3618,1.2114682920000632,1.2603617500026303,3019.390976,3618,0.0,0.7562189054726368,0.750143082657858,0.7545835864858836,0.9673852957435047
brain_cluster_intra,1,sctop,classical,cpu,10894,3618,1.2167206250014715,1.2778321670011792,3019.685888,3618,0.0,0.7562189054726368,0.750143082657858,0.7545835864858836,0.9673852957435047
brain_cluster_intra,2,sctop,classical,cpu,10894,3618,1.2082592499973543,1.280127291000099,3020.357632,3618,0.0,0.7562189054726368,0.750143082657858,0.7545835864858836,0.9673852957435047
brain_cluster_intra,0,protocloud,deep,cpu,10894,3618,214.10391266599981,1.4642834999976913,2839.232512,3618,0.2222222222222222,0.779317697228145,0.7726602842533805,0.7777947602362263,0.9392324093816631
brain_cluster_intra,1,protocloud,deep,cpu,10894,3618,214.30656879099843,1.4710989579980378,2842.902528,3618,0.2222222222222222,0.779317697228145,0.7726602842533805,0.7777947602362263,0.9392324093816631
brain_cluster_intra,2,protocloud,deep,cpu,10894,3618,216.76950729199962,1.4925933750018885,2842.230784,3618,0.2222222222222222,0.779317697228145,0.7726602842533805,0.7777947602362263,0.9392324093816631
