dataset,repeat,method,tier,device,n_ref,n_query,fit_s,predict_s,peak_mem_mb,n,pct_rejected,accuracy,macro_f1,kappa,ontology_concordance
liver_intra,0,actinn-jax,classical,cpu,4068,1332,7.494045457802713,0.1609224581625312,1599.258624,1332,0.0,0.8018018018018018,0.7975949786156259,0.7961389961389962,0.8460960960960962
liver_intra,0,linear-anova-pca,classical,cpu,4068,1332,1.6423759160097688,0.1091383749153465,2562.932736,1332,0.0,0.8040540540540541,0.8043906682242793,0.7984555984555984,0.8506006006006006
liver_intra,0,svm,classical,cpu,4068,1332,33.85376966698095,0.0339345829561352,1001.848832,1332,0.0,0.7477477477477478,0.7506198773279851,0.7405405405405405,0.8070570570570571
liver_intra,0,knn,classical,cpu,4068,1332,0.2774571671616286,0.0709099580999463,1059.71712,1332,0.0,0.6621621621621622,0.6547777896843046,0.6525096525096525,0.7402402402402403
liver_intra,0,celltypist,classical,cpu,4068,1332,24.362756500020623,0.512365625007078,1150.091264,1332,0.0,0.786036036036036,0.789475852087589,0.7799227799227799,0.8355855855855856
liver_intra,0,singler,classical,cpu,4068,1332,0.2092979589942842,10.126272999914365,2738.42176,1332,0.0,0.704954954954955,0.7017228446940056,0.6965250965250965,0.7732732732732732
liver_intra,0,scmap-cluster,classical,cpu,4068,1332,0.182748083025217,5.840567542007193,6479.069184,1332,0.0,0.5578078078078078,0.5648621131140151,0.5472616632860041,0.7690241718889884
liver_intra,0,sctop,classical,cpu,4068,1332,1.031520166900009,0.7854930418543518,1351.712768,1332,0.0,0.6493993993993994,0.6440352825611261,0.6393822393822394,0.7057057057057057
liver_intra,0,protocloud,deep,cpu,4068,1332,73.60807358287275,0.606729542138055,1541.619712,1332,0.1321321321321321,0.6946366782006921,0.6890717333572727,0.6858654542683232,0.7378892733564014
liver_intra,0,scanvi,deep,mps,4068,1332,0.0070458329282701,36.69228820805438,1659.256832,1332,0.0,0.7875375375375375,0.7847720204666744,0.7814671814671814,0.8318318318318318
liver_intra,0,scarches,deep,mps,4068,1332,27.374697083840147,7.140274999896064,1544.880128,1332,0.0,0.7920420420420421,0.7912006575035416,0.7861003861003861,0.8385885885885885
lung_intra,0,actinn-jax,classical,cpu,8109,2694,11.851328375050798,0.2067744999658316,2107.670528,2694,0.0,0.8938381588715665,0.9011671173938276,0.8910235946949665,0.9172234595397178
lung_intra,0,linear-anova-pca,classical,cpu,8109,2694,3.286420750198886,0.2511221661698073,5231.149056,2694,0.0,0.8982925018559762,0.9042872538337652,0.8956009040917918,0.9216778025241276
lung_intra,0,svm,classical,cpu,8109,2694,29.007945084013045,0.0498755830340087,1500.594176,2694,0.0,0.8930957683741648,0.9006449751977073,0.8902603112566942,0.923162583518931
